"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"X33",0.0122476001324065,0.00364117841774247,0.00430321085733201,0.00231711353856339,0.00397219463753724,0.0695134061569017,0.0562727573651109,0.0268123138033764,0.0148957298907646,0.0109235352532274,0.00628930817610063,0.0837471036080768,0.00529625951671632,0.00198609731876862,0.00529625951671632,0.00165508109897385,0.00695134061569017,0.0794438927507448,0.0499834491890103,0.0208540218470705,0.188348229063224,0.00496524329692155,0.328037073816617,0.00628930817610063,0.00595829195630586
"X34",0.0171253822629969,0.00978593272171254,0.017737003058104,0.00672782874617737,0.41651376146789,0.037308868501529,0.0434250764525994,0.00795107033639144,0.0103975535168196,0.0036697247706422,0.0159021406727829,0.0159021406727829,0.0214067278287462,0.0055045871559633,0.00978593272171254,0.00672782874617737,0.0140672782874618,0.107033639143731,0.00795107033639144,0.0269113149847095,0.122935779816514,0.0140672782874618,0.0165137614678899,0.0299694189602446,0.0146788990825688
"X35",0.00496894409937888,0.0652173913043478,0.00331262939958592,0.211801242236025,0.00351966873706004,0.0153209109730849,0.0859213250517598,0.00952380952380952,0.0579710144927536,0.0186335403726708,0.137060041407867,0.0503105590062112,0.0532091097308489,0.032712215320911,0.0204968944099379,0.0544513457556936,0.0020703933747412,0.041407867494824,0.00890269151138716,0.0062111801242236,0.0556935817805383,0.00165631469979296,0.00227743271221532,0.0225672877846791,0.0347826086956522
"X36",0.00192159877017679,0.00922367409684858,0.00576479631053036,0.0103766333589547,0.00999231360491929,0.00230591852421214,0.047271329746349,0.0138355111452729,0.0026902382782475,0.00845503458877786,0.0126825518831668,0.090315142198309,0.00999231360491929,0.0115295926210607,0.00768639508070715,0.00422751729438893,0.00230591852421214,0.0353574173712529,0.0637970791698693,0.0253651037663336,0.285165257494235,0.000768639508070715,0.328209069946195,0.00730207532667179,0.00345887778631822
"X37",0.0424912689173458,0.00931315483119907,0.010477299185099,0.0133876600698487,0.412689173457509,0.0168800931315483,0.00640279394644936,0.00174621653084983,0.0261932479627474,0.00349243306169965,0.0180442374854482,0.00814901047729918,0.040162980209546,0.00174621653084983,0.00523864959254948,0.00349243306169965,0.00349243306169965,0.126309662398137,0.0168800931315483,0.00640279394644936,0.147846332945285,0.00291036088474971,0.0145518044237485,0.029685681024447,0.0320139697322468
"X38",0.0018626929217669,0.0824906865353912,0.00239489089941458,0.220596061734965,0.00598722724853646,0.0357903139968068,0.0198243746673763,0.0087812666311868,0.0231506120276743,0.0190260777009047,0.166311868014902,0.0433741351782863,0.011841405002661,0.0683874401277275,0.069185737094199,0.00984566258648217,0.00971261309207025,0.0331293241085684,0.00997871208089409,0.0043906333155934,0.116950505588079,0.0230175625332624,0.00292708887706227,0.00545502927088877,0.00558807876530069
"X39",0.012798339674853,0.00415081286751989,0.0193704600484262,0.00345901072293324,0.00207540643375994,0.00276720857834659,0.0366655136630924,0.00968523002421308,0.0172950536146662,0.00484261501210654,0.00691802144586648,0.0487720511933587,0.0505015565548253,0.00380491179522657,0.00242130750605327,0.0100311310965064,0.00691802144586648,0.076790038049118,0.0553441715669319,0.238671739882394,0.233483223797994,0.00311310965063992,0.140781736423383,0.00484261501210654,0.00449671393981321
"X40",0.0160788381742739,0.0859699170124481,0.00103734439834025,0.212266597510373,0.0058350622406639,0.0202282157676349,0.0300829875518672,0.0037603734439834,0.0226919087136929,0.0339730290456432,0.218101659751037,0.0497925311203319,0.0213952282157676,0.0324170124481328,0.0282676348547718,0.0226919087136929,0.0016856846473029,0.0316390041493776,0.00648340248962656,0.00972510373443983,0.107754149377593,0.00531639004149378,0.0016856846473029,0.0193205394190871,0.0117997925311203
"X41",0.0064882400648824,0.00608272506082725,0.0291970802919708,0.0016220600162206,0.0016220600162206,0.00202757502027575,0.032441200324412,0.0170316301703163,0.0072992700729927,0.0016220600162206,0.0072992700729927,0.0867802108678021,0.00770478507704785,0.0016220600162206,0.00851581508515815,0.0016220600162206,0.0040551500405515,0.048661800486618,0.126115166261152,0.01338199513382,0.250608272506083,0.00364963503649635,0.321978913219789,0.0109489051094891,0.0016220600162206
"X42",0.00859375,0.00286458333333333,0.0372395833333333,0.00364583333333333,0.00598958333333333,0.0151041666666667,0.0645833333333333,0.445572916666667,0.0171875,0.00260416666666667,0.00182291666666667,0.0502604166666667,0.03046875,0.00260416666666667,0.00546875,0.00546875,0.0135416666666667,0.0791666666666667,0.0458333333333333,0.0138020833333333,0.133072916666667,0.00338541666666667,0.00651041666666667,0.00286458333333333,0.00234375
